target_width,cursor-width,target_pos_x,target_pos_y,cursor_pos_x,cursor_pos_y,target_vel_x,target_vel_y,timestamp,trial_number,training,gaze_pos_x,gaze_pos_y,tracker_time
0.1,0.0,0.0,0.0,0.042200351925359085,-0.028133567950239396,0.0,0.0,1.1300202459096909e-05,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,0.021544916111694113,-0.01881246245783188,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.015520800137892365,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,-0.011774922065316887,0.04989627758182442,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.03231160016730428,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,-0.03787086665352628,-0.014107845701482387,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.04940290004014969,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,0.06083662377487839,-0.04500848835233885,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.0653578001074493,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,0.11267851045150389,-0.09191404598445754,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.08251070021651685,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,0.15132720836953453,-0.06107418737336607,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.09805930010043085,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,0.16855879896281153,-0.06545081391123397,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.1148825001437217,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,0.21529402464539765,-0.03879429156338152,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.1314631002023816,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,0.24040939816948803,-0.04258065003395591,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.14850730006583035,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,0.27677544995136544,-0.07394212098944483,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.16510500013828278,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,0.2924986646399815,-0.06507487483905977,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.18244300014339387,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,0.30011061629664987,-0.0781732360992485,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.1985421001445502,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,0.25168277204161643,-0.09445311828566924,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.21537000010721385,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,0.253678651930075,-0.04156359826030237,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.2318235000129789,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,0.2412230876215721,-0.04208797170972733,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.24768070015124977,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,0.28213697412713395,-0.04916337825750604,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.2648460001219064,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,0.2845643549401134,-0.11792387878603484,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.2815407000016421,0,True,0.042200351925359085,-0.028133567950239396,-1
0.1,0.0,0.24689378359852732,-0.0771147688645587,0.042200351925359085,-0.028133567950239396,0.0,0.0,0.29792949999682605,0,True,0.042200351925359085,-0.028133567950239396,-1
