trial,time,cursor_x_pix,cursor_y_pix,cursor_x_cm,cursor_y_cm,gaze_x,gaze_y,target_x,target_y,state_marker,button_pressed,start_time
2,20.766409397125244,-81.0,-270.0,-1.8889453125000002,-6.3187500000000005,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.771105527877808,-81.0,-270.0,-1.8889453125000002,-6.3187500000000005,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.778430938720703,-81.0,-270.0,-1.8889453125000002,-6.3187500000000005,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.785109758377075,-81.0,-270.0,-1.8889453125000002,-6.3187500000000005,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.792293787002563,-81.0,-270.0,-1.8889453125000002,-6.3187500000000005,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.799049139022827,-82.0,-270.0,-1.9122656250000003,-6.3187500000000005,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.80588412284851,-82.0,-272.0,-1.9122656250000003,-6.365555555555556,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.81300973892212,-83.0,-272.0,-1.9355859375000002,-6.365555555555556,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.81990671157837,-84.0,-274.0,-1.9589062500000003,-6.412361111111111,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.826902151107788,-85.0,-275.0,-1.9822265625000002,-6.435763888888889,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.83387851715088,-87.0,-277.0,-2.0288671875000004,-6.482569444444445,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.840880632400513,-88.0,-277.0,-2.0521875,-6.482569444444445,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.848057508468628,-89.0,-278.0,-2.0755078125,-6.505972222222223,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.854897022247314,-90.0,-279.0,-2.0988281250000003,-6.529375000000001,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.861878395080566,-91.0,-279.0,-2.1221484375000004,-6.529375000000001,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.868889093399048,-93.0,-279.0,-2.1687890625,-6.529375000000001,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.874940633773804,-95.0,-279.0,-2.2154296875000004,-6.529375000000001,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.881926774978638,-98.0,-279.0,-2.2853906250000002,-6.529375000000001,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
2,20.888939142227173,-102.0,-278.0,-2.378671875,-6.505972222222223,-34048.0,33488.0,-380.15300317192776,104.20221259636867,0,False,0.7940183760415502
