target_width,cursor-width,target_pos_x,target_pos_y,cursor_pos_x,cursor_pos_y,target_vel_x,target_vel_y,timestamp,trial_number,training,gaze_pos_x,gaze_pos_y,tracker_time
0.1,0.0,0.0,0.0,0.08833805726002202,0.029446019086674005,0.0,0.0,5.245208740234375e-06,0,True,,,8.29415225982666
0.1,0.0,-0.07602953944690151,0.02478716126715602,0.08833805726002202,0.029446019086674005,0.0,0.0,0.01358938217163086,0,True,,,8.307841777801514
0.1,0.0,-0.07686302296132902,0.08478938614527126,0.08833805726002202,0.029446019086674005,0.0,0.0,0.020505905151367188,0,True,,,8.314703226089478
0.1,0.0,-0.11825125056468508,0.09908996475411226,0.08833805726002202,0.029446019086674005,0.0,0.0,0.027424097061157227,0,True,,,8.321629285812378
0.1,0.0,-0.1900733160568164,0.1109649200656772,0.08833805726002202,0.029446019086674005,0.0,0.0,0.034769296646118164,0,True,,,8.329162120819092
0.1,0.0,-0.24002022817711105,0.04453635211408226,0.08833805726002202,0.029446019086674005,0.0,0.0,0.04120779037475586,0,True,,,8.335613489151001
0.1,0.0,-0.2850324547418648,0.07278303852419529,0.08833805726002202,0.029446019086674005,0.0,0.0,0.04885220527648926,0,True,,,8.343236207962036
0.1,0.0,-0.24597491504396465,0.044897306499099704,0.08833805726002202,0.029446019086674005,0.0,0.0,0.05553460121154785,0,True,,,8.349971532821655
0.1,0.0,-0.23913101504732145,-0.012788642642323933,0.08833805726002202,0.029446019086674005,0.0,0.0,0.06224703788757324,0,True,,,8.356688261032104
0.1,0.0,-0.2691918920959462,-0.011845647632342471,0.08833805726002202,0.029446019086674005,0.0,0.0,0.06894469261169434,0,True,,,8.363339185714722
0.1,0.0,-0.246271856185918,-0.013561794543479966,0.08833805726002202,0.029446019086674005,0.0,0.0,0.07654547691345215,0,True,,,8.370945930480957
0.1,0.0,-0.2643395619057923,0.0015963014818634672,0.08833805726002202,0.029446019086674005,0.0,0.0,0.0832216739654541,0,True,,,8.377657651901245
0.1,0.0,-0.3635592896803843,0.030566572273926847,0.08833805726002202,0.029446019086674005,0.0,0.0,0.08986592292785645,0,True,,,8.384246349334717
0.1,0.0,-0.3756419928134794,0.06319261913192892,0.08833805726002202,0.029446019086674005,0.0,0.0,0.09599781036376953,0,True,,,8.390198707580566
0.1,0.0,-0.44919817239525617,0.04111653860756405,0.08833805726002202,0.029446019086674005,0.0,0.0,0.10381102561950684,0,True,,,8.398001194000244
0.1,0.0,-0.425727526199047,0.06077413818077683,0.08833805726002202,0.029446019086674005,0.0,0.0,0.11069631576538086,0,True,,,8.404886245727539
0.1,0.0,-0.39947798965938863,0.061168971756607335,0.08833805726002202,0.029446019086674005,0.0,0.0,0.1176297664642334,0,True,,,8.411827087402344
0.1,0.0,-0.3439701908034821,0.04354246274948147,0.08833805726002202,0.029446019086674005,0.0,0.0,0.12459421157836914,0,True,,,8.418779850006104
0.1,0.0,-0.3402783748330765,0.1086568304161275,0.08833805726002202,0.029446019086674005,0.0,0.0,0.13158249855041504,0,True,,,8.425766944885254
0.1,0.0,-0.3351122700366199,0.06224644392613784,0.08833805726002202,0.029446019086674005,0.0,0.0,0.13846683502197266,0,True,,,8.432668924331665
0.1,0.0,-0.26828013148115676,0.0389304000463679,0.08833805726002202,0.029446019086674005,0.0,0.0,0.1454474925994873,0,True,,,8.439647912979126
0.1,0.0,-0.2842015254778876,-0.03229880698084976,0.08833805726002202,0.029446019086674005,0.0,0.0,0.15245532989501953,0,True,,,8.446646928787231
0.1,0.0,-0.24139515832263264,0.015717089635565146,0.08833805726002202,0.029446019086674005,0.0,0.0,0.15944290161132812,0,True,,,8.453638315200806
0.1,0.0,-0.19062583998133903,0.030839442211665243,0.08833805726002202,0.029446019086674005,0.0,0.0,0.16637778282165527,0,True,,,8.460584878921509
0.1,0.0,-0.2360945069677868,0.008043581882734775,0.08833805726002202,0.029446019086674005,0.0,0.0,0.17332100868225098,0,True,,,8.46753215789795
0.1,0.0,-0.2132823460254049,0.013293653337407915,0.08833805726002202,0.029446019086674005,0.0,0.0,0.18022847175598145,0,True,,,8.474422693252563
